id,receipt_id,product_id,custom_item_name,quantity,price,created_at
14f44993-3757-416d-a08f-84fe7f6ba5ee,3fedb09c-74f0-4269-bebb-c9726f3f032a,0b2f3ee1-bbb0-4d1e-931b-68ac6f675118,,1,225.00,2025-03-19 16:24:07.353632+00
238b27b3-99bd-4122-9ba9-54027cefd333,1d637f72-fdf2-49e3-9447-48b04608be70,,,1,150.00,2025-03-19 14:05:00.233011+00
2da3afa4-a586-4c85-9eac-c89a46986d74,be2d7bef-5a0d-40da-8825-2600c7b6ccdd,1e6ba81e-7671-4bed-a85e-ba55e261be88,,2,175.00,2025-03-19 15:49:08.425575+00
3f05477e-9bcd-4675-b4ac-1e136c800504,d67ef78d-3246-4d00-93d0-3651edc6c929,,,1,150.00,2025-03-19 14:03:06.655429+00
86ae8f7d-e4ef-4b7c-8808-23631de6c24c,ad1a8b5b-25b3-4685-ac0d-4381b3784638,,,1,150.00,2025-03-19 13:51:39.38784+00
ba42b313-87f3-4bc5-915c-f09117c07505,2d22dc50-33ab-4b60-8b85-0b0bb4611deb,,,1,150.00,2025-03-19 13:48:31.035429+00
be038a7d-fcc3-4608-b13b-600cdbf26517,0b5fa7ca-c8f6-4cf8-b398-1e75363f8ffe,2be4ace1-c073-4675-9b48-548f6f135824,,1,600.00,2025-03-19 16:24:47.421024+00
d3316066-4d4c-42b9-924a-7694cd3b9936,b4f9ea9c-0764-421a-9da7-d25b4738c560,fa25faea-a07e-4464-8bce-53ada790a754,,2,125.00,2025-03-19 15:54:44.255664+00
